StartTime,EndTime,vehicleCount,vehicleCount_pre,APE
2018/12/20 15:35,2018/12/20 15:40,194,186,4.124
2018/12/20 15:40,2018/12/20 15:45,199,208,4.523
2018/12/20 15:45,2018/12/20 15:50,205,198,3.415
2018/12/20 15:50,2018/12/20 15:55,210,202,3.81
2018/12/20 15:55,2018/12/20 16:00,186,204,9.677
2018/12/20 16:00,2018/12/20 16:05,221,204,7.692
2018/12/20 16:05,2018/12/20 16:10,222,207,6.757
2018/12/20 16:10,2018/12/20 16:15,212,222,4.717
2018/12/20 16:15,2018/12/20 16:20,217,186,14.286
2018/12/20 16:20,2018/12/20 16:25,202,187,7.426
2018/12/20 16:25,2018/12/20 16:30,240,202,15.833
2018/12/20 16:30,2018/12/20 16:35,210,202,3.81
2018/12/20 16:35,2018/12/20 16:40,228,186,18.421
2018/12/20 16:40,2018/12/20 16:45,222,201,9.459
2018/12/20 16:45,2018/12/20 16:50,221,227,2.715
2018/12/20 16:50,2018/12/20 16:55,181,239,32.044
2018/12/20 16:55,2018/12/20 17:00,172,181,5.233
2018/12/20 17:00,2018/12/20 17:05,172,239,38.953
2018/12/20 17:05,2018/12/20 17:10,199,172,13.568
2018/12/20 17:10,2018/12/20 17:15,225,199,11.556
2018/12/20 17:15,2018/12/20 17:20,244,224,8.197
2018/12/20 17:20,2018/12/20 17:25,263,181,31.179
2018/12/20 17:25,2018/12/20 17:30,241,224,7.054
2018/12/20 17:30,2018/12/20 17:35,235,241,2.553
2018/12/20 17:35,2018/12/20 17:40,226,262,15.929
2018/12/20 17:40,2018/12/20 17:45,269,262,2.602
2018/12/20 17:45,2018/12/20 17:50,222,262,18.018
2018/12/20 17:50,2018/12/20 17:55,247,172,30.364
2018/12/20 17:55,2018/12/20 18:00,244,246,0.82
2018/12/20 18:00,2018/12/20 18:05,242,225,7.025
2018/12/20 18:05,2018/12/20 18:10,210,222,5.714
2018/12/20 18:10,2018/12/20 18:15,238,241,1.261
2018/12/20 18:15,2018/12/20 18:20,251,222,11.554
2018/12/20 18:20,2018/12/20 18:25,212,221,4.245
2018/12/20 18:25,2018/12/20 18:30,228,210,7.895
2018/12/20 18:30,2018/12/20 18:35,190,237,24.737
2018/12/20 18:35,2018/12/20 18:40,222,190,14.414
2018/12/20 18:40,2018/12/20 18:45,212,235,10.849
2018/12/20 18:45,2018/12/20 18:50,238,221,7.143
2018/12/20 18:50,2018/12/20 18:55,193,238,23.316
2018/12/20 18:55,2018/12/20 19:00,173,237,36.994
2018/12/20 19:00,2018/12/20 19:05,153,173,13.072
2018/12/20 19:05,2018/12/20 19:10,128,193,50.781
2018/12/20 19:10,2018/12/20 19:15,131,172,31.298
2018/12/20 19:15,2018/12/20 19:20,134,130,2.985
2018/12/20 19:20,2018/12/20 19:25,103,131,27.184
2018/12/20 19:25,2018/12/20 19:30,104,131,25.962
2018/12/20 19:30,2018/12/20 19:35,117,103,11.966
2018/12/20 19:35,2018/12/20 19:40,118,103,12.712
2018/12/20 19:40,2018/12/20 19:45,99,128,29.293
2018/12/20 19:45,2018/12/20 19:50,135,133,1.481
2018/12/20 19:50,2018/12/20 19:55,154,98,36.364
2018/12/20 19:55,2018/12/20 20:00,137,134,2.19
2018/12/20 20:00,2018/12/20 20:05,128,104,18.75
2018/12/20 20:05,2018/12/20 20:10,107,127,18.692
2018/12/20 20:10,2018/12/20 20:15,104,127,22.115
2018/12/20 20:15,2018/12/20 20:20,100,103,3
2018/12/20 20:20,2018/12/20 20:25,116,153,31.897
2018/12/20 20:25,2018/12/20 20:30,118,128,8.475
2018/12/20 20:30,2018/12/20 20:35,127,116,8.661
2018/12/20 20:35,2018/12/20 20:40,102,117,14.706
2018/12/20 20:40,2018/12/20 20:45,129,126,2.326
2018/12/20 20:45,2018/12/20 20:50,113,102,9.735
2018/12/20 20:50,2018/12/20 20:55,102,153,50
2018/12/20 20:55,2018/12/20 21:00,82,100,21.951
2018/12/20 21:00,2018/12/20 21:05,73,101,38.356
2018/12/20 21:05,2018/12/20 21:10,84,73,13.095
2018/12/20 21:10,2018/12/20 21:15,101,102,0.99
2018/12/20 21:15,2018/12/20 21:20,86,73,15.116
2018/12/20 21:20,2018/12/20 21:25,92,73,20.652
2018/12/20 21:25,2018/12/20 21:30,88,101,14.773
2018/12/20 21:30,2018/12/20 21:35,94,88,6.383
2018/12/20 21:35,2018/12/20 21:40,88,91,3.409
2018/12/20 21:40,2018/12/20 21:45,80,87,8.75
2018/12/20 21:45,2018/12/20 21:50,71,91,28.169
2018/12/20 21:50,2018/12/20 21:55,70,85,21.429
2018/12/20 21:55,2018/12/20 22:00,82,94,14.634
2018/12/20 22:00,2018/12/20 22:05,64,70,9.375
2018/12/20 22:05,2018/12/20 22:10,75,63,16
2018/12/20 22:10,2018/12/20 22:15,64,82,28.125
2018/12/20 22:15,2018/12/20 22:20,80,64,20
2018/12/20 22:20,2018/12/20 22:25,50,75,50
2018/12/20 22:25,2018/12/20 22:30,47,50,6.383
2018/12/20 22:30,2018/12/20 22:35,62,79,27.419
2018/12/20 22:35,2018/12/20 22:40,62,84,35.484
2018/12/20 22:40,2018/12/20 22:45,76,62,18.421
2018/12/20 22:45,2018/12/20 22:50,52,70,34.615
2018/12/20 22:50,2018/12/20 22:55,63,61,3.175
2018/12/20 22:55,2018/12/20 23:00,67,62,7.463
2018/12/20 23:00,2018/12/20 23:05,44,63,43.182
2018/12/20 23:05,2018/12/20 23:10,57,61,7.018
2018/12/20 23:10,2018/12/20 23:15,59,75,27.119
2018/12/20 23:15,2018/12/20 23:20,59,62,5.085
2018/12/20 23:20,2018/12/20 23:25,50,51,2
2018/12/20 23:25,2018/12/20 23:30,61,50,18.033
2018/12/20 23:30,2018/12/20 23:35,60,50,16.667
2018/12/20 23:35,2018/12/20 23:40,50,56,12
2018/12/20 23:40,2018/12/20 23:45,44,49,11.364
2018/12/20 23:45,2018/12/20 23:50,28,60,114.286
2018/12/20 23:50,2018/12/20 23:55,34,59,73.529
2018/12/19 0:00,2018/12/19 0:05,31,43,38.71
2018/12/19 0:05,2018/12/19 0:10,34,30,11.765
2018/12/19 0:10,2018/12/19 0:15,45,31,31.111
2018/12/19 0:15,2018/12/19 0:20,39,45,15.385
2018/12/19 0:20,2018/12/19 0:25,33,50,51.515
2018/12/19 0:25,2018/12/19 0:30,51,43,15.686
2018/12/19 0:30,2018/12/19 0:35,35,33,5.714
2018/12/19 0:35,2018/12/19 0:40,33,32,3.03
2018/12/19 0:40,2018/12/19 0:45,32,33,3.125
2018/12/19 0:45,2018/12/19 0:50,45,59,31.111
2018/12/19 0:50,2018/12/19 0:55,34,50,47.059
2018/12/19 0:55,2018/12/19 1:00,28,44,57.143
2018/12/19 1:00,2018/12/19 1:05,25,28,12
2018/12/19 1:05,2018/12/19 1:10,28,34,21.429
2018/12/19 1:10,2018/12/19 1:15,38,38,0
2018/12/19 1:15,2018/12/19 1:20,33,34,3.03
2018/12/19 1:20,2018/12/19 1:25,39,24,38.462
2018/12/19 1:25,2018/12/19 1:30,42,38,9.524
2018/12/19 1:30,2018/12/19 1:35,28,32,14.286
2018/12/19 1:35,2018/12/19 1:40,21,38,80.952
2018/12/19 1:40,2018/12/19 1:45,32,28,12.5
2018/12/19 1:45,2018/12/19 1:50,25,32,28
2018/12/19 1:50,2018/12/19 1:55,31,24,22.581
2018/12/19 1:55,2018/12/19 2:00,23,28,21.739
2018/12/19 2:00,2018/12/19 2:05,27,31,14.815
2018/12/19 2:05,2018/12/19 2:10,25,23,8
2018/12/19 2:10,2018/12/19 2:15,14,31,121.429
2018/12/19 2:15,2018/12/19 2:20,51,27,47.059
2018/12/19 2:20,2018/12/19 2:25,32,26,18.75
2018/12/19 2:25,2018/12/19 2:30,33,26,21.212
2018/12/19 2:30,2018/12/19 2:35,39,32,17.949
2018/12/19 2:35,2018/12/19 2:40,27,23,14.815
2018/12/19 2:40,2018/12/19 2:45,34,38,11.765
2018/12/19 2:45,2018/12/19 2:50,26,27,3.846
2018/12/19 2:50,2018/12/19 2:55,35,34,2.857
2018/12/19 2:55,2018/12/19 3:00,36,33,8.333
2018/12/19 3:00,2018/12/19 3:05,30,32,6.667
2018/12/19 3:05,2018/12/19 3:10,35,29,17.143
2018/12/19 3:10,2018/12/19 3:15,38,29,23.684
2018/12/19 3:15,2018/12/19 3:20,31,35,12.903
2018/12/19 3:20,2018/12/19 3:25,30,31,3.333
2018/12/19 3:25,2018/12/19 3:30,33,30,9.091
2018/12/19 3:30,2018/12/19 3:35,27,30,11.111
2018/12/19 3:35,2018/12/19 3:40,33,29,12.121
2018/12/19 3:40,2018/12/19 3:45,28,26,7.143
2018/12/19 3:45,2018/12/19 3:50,26,27,3.846
2018/12/19 3:50,2018/12/19 3:55,28,38,35.714
2018/12/19 3:55,2018/12/19 4:00,42,27,35.714
2018/12/19 4:00,2018/12/19 4:05,59,41,30.508
2018/12/19 4:05,2018/12/19 4:10,42,28,33.333
2018/12/19 4:10,2018/12/19 4:15,25,35,40
2018/12/19 4:15,2018/12/19 4:20,26,58,123.077
2018/12/19 4:20,2018/12/19 4:25,31,28,9.677
2018/12/19 4:25,2018/12/19 4:30,28,41,46.429
2018/12/19 4:30,2018/12/19 4:35,40,30,25
2018/12/19 4:35,2018/12/19 4:40,54,27,50
2018/12/19 4:40,2018/12/19 4:45,35,58,65.714
2018/12/19 4:45,2018/12/19 4:50,43,53,23.256
2018/12/19 4:50,2018/12/19 4:55,38,31,18.421
2018/12/19 4:55,2018/12/19 5:00,44,39,11.364
2018/12/19 5:00,2018/12/19 5:05,35,42,20
2018/12/19 5:05,2018/12/19 5:10,33,35,6.061
2018/12/19 5:10,2018/12/19 5:15,57,27,52.632
2018/12/19 5:15,2018/12/19 5:20,37,56,51.351
2018/12/19 5:20,2018/12/19 5:25,66,58,12.121
2018/12/19 5:25,2018/12/19 5:30,49,65,32.653
2018/12/19 5:30,2018/12/19 5:35,50,32,36
2018/12/19 5:35,2018/12/19 5:40,64,34,46.875
2018/12/19 5:40,2018/12/19 5:45,67,49,26.866
2018/12/19 5:45,2018/12/19 5:50,67,49,26.866
2018/12/19 5:50,2018/12/19 5:55,85,33,61.176
2018/12/19 5:55,2018/12/19 6:00,68,50,26.471
2018/12/19 6:00,2018/12/19 6:05,87,68,21.839
2018/12/19 6:05,2018/12/19 6:10,66,67,1.515
2018/12/19 6:10,2018/12/19 6:15,83,87,4.819
2018/12/19 6:15,2018/12/19 6:20,76,66,13.158
2018/12/19 6:20,2018/12/19 6:25,59,75,27.119
2018/12/19 6:25,2018/12/19 6:30,86,86,0
2018/12/19 6:30,2018/12/19 6:35,72,85,18.056
2018/12/19 6:35,2018/12/19 6:40,62,85,37.097
2018/12/19 6:40,2018/12/19 6:45,94,66,29.787
2018/12/19 6:45,2018/12/19 6:50,104,93,10.577
2018/12/19 6:50,2018/12/19 6:55,94,93,1.064
2018/12/19 6:55,2018/12/19 7:00,87,104,19.54
2018/12/19 7:00,2018/12/19 7:05,99,87,12.121
2018/12/19 7:05,2018/12/19 7:10,108,98,9.259
2018/12/19 7:10,2018/12/19 7:15,129,98,24.031
2018/12/19 7:15,2018/12/19 7:20,140,86,38.571
2018/12/19 7:20,2018/12/19 7:25,146,128,12.329
2018/12/19 7:25,2018/12/19 7:30,139,86,38.129
2018/12/19 7:30,2018/12/19 7:35,159,139,12.579
2018/12/19 7:35,2018/12/19 7:40,162,146,9.877
2018/12/19 7:40,2018/12/19 7:45,174,159,8.621
2018/12/19 7:45,2018/12/19 7:50,182,146,19.78
2018/12/19 7:50,2018/12/19 7:55,170,181,6.471
2018/12/19 7:55,2018/12/19 8:00,200,146,27
