loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.07814575220591809,430.95043359493434,0.040223848074674606,4473853.0
0.020195106299992906,184.5943323083826,0.011884350329637527,1441582.75
0.010026608066464247,82.91738134478003,0.010723571293056011,1160368.5
0.009294439545411124,73.94054500080196,0.010768032632768154,1024298.5
0.009331765143834546,70.94288528452957,0.011034243740141392,760550.0625
0.009371100678363569,61.85903313121941,0.010574517771601677,794840.875
0.008684446885781679,59.87766401749556,0.009729139506816864,740119.75
0.008403724759083941,55.79858797354906,0.00937659852206707,739905.1875
0.008234702368871628,56.7783651080961,0.009442178532481194,881192.8125
0.00859636534134485,61.00708245206689,0.009298152290284634,1106241.625
0.008043987546129021,53.73037925133338,0.008526860736310482,943652.0
0.007864606385367741,57.452073089959136,0.008617631159722805,1134163.375
0.007672071843508086,55.713811217458066,0.008017030544579029,780584.6875
0.007304466260133707,53.44212084351855,0.008397919125854969,474766.0625
0.007148497570460961,52.61256802321637,0.0073460922576487064,703888.5
0.007197074485621308,50.62151077069595,0.008127829059958458,1164524.375
0.007087546262608703,56.2195893497163,0.006763034034520388,890748.4375
0.00645588373420702,50.04676991473943,0.006357613950967789,847885.75
0.006199935558932941,52.60010231425179,0.006458437070250511,642809.1875
0.005785903771751904,46.19725652577063,0.00559112336486578,703063.625
0.005869227589307481,47.29274748169707,0.00698733888566494,1374221.75
0.0056793595601598666,56.07957848954019,0.005398687906563282,598082.0625
0.005286026596945562,45.030483335731596,0.00578853627666831,636631.4375
0.004922550354909335,42.46967858402414,0.005285176914185286,1128658.375
0.004753020239641538,46.038871810077715,0.0052585662342607975,656686.3125
0.004955334630030016,39.48439779037084,0.0034424697514623404,696132.1875
0.0040409289515362335,42.19496349353222,0.0047570886090397835,416732.4375
0.004722932813468384,39.62380978273007,0.0032801239285618067,578167.5625
0.004087276928119067,37.94569473901063,0.003400223096832633,439617.03125
0.0034165193626240196,38.90132342819034,0.002469372469931841,449774.0
0.004363962344254728,38.21367119454049,0.0024877693504095078,503320.46875
0.003909063223447348,39.18582146579163,0.002424353500828147,631712.125
0.0030457338983643535,34.697778412309354,0.0026872840244323015,953770.125
0.004356584815038671,39.338810364900986,0.0027130269445478916,723713.5625
0.0030490107203776317,35.5075888313193,0.002326527377590537,725827.3125
0.003223656633628722,34.42121632232983,0.002178134396672249,822004.75
0.0029054659517831734,38.782138200576156,0.0027984650805592537,730568.125
0.004567191090592269,40.18238276999111,0.0018940465524792671,522839.40625
0.002519546441471802,31.486395477009413,0.002721526427194476,748881.1875
0.003463994628541321,33.116652234263164,0.002171911997720599,409095.875
0.003326934001686688,40.50379450818522,0.0018312172032892704,345517.96875
0.0028419835695949122,29.93129659640814,0.0021554408594965935,274283.375
0.0032131477687972563,39.3959958108861,0.0030506718903779984,472747.40625
0.0031968323883038384,29.814457505425064,0.0016324823955073953,405029.34375
0.0029205795471399652,37.36351064204839,0.002385395113378763,189433.890625
0.002788494267337649,29.86823436343166,0.0026010400615632534,710867.625
0.0033728047945276573,32.79543935467779,0.0016771664377301931,513149.15625
0.002534559121121777,34.54068046828896,0.003613796317949891,686305.375
0.002962580680645801,29.306828819375358,0.001871486660093069,268942.5
0.0026889024563753307,32.53182368499904,0.0016059055924415588,363589.59375
0.003546230463673795,27.640064702129827,0.0015897525008767843,421074.6875
0.002249819932154387,26.869998469256892,0.0015157911693677306,405727.125
0.0028342716336154784,39.85442871759934,0.001890570274554193,392000.59375
0.0030105609683305726,28.597861020992962,0.002129798289388418,630515.5625
