loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.16400551158813495,436214.56134757545,0.07042844593524933,237.14198303222656
0.08000519596768269,204814.86767451232,0.02664615958929062,137.2587432861328
0.03804839449422853,40432.541142855596,0.020857706665992737,88.75279998779297
0.015377004570840798,70869.16255498346,0.005379747599363327,27.222537994384766
0.010925507861591632,46286.060719205205,0.007630918174982071,26.78104019165039
0.01908718631812581,22641.477626025964,0.02195340394973755,39.925804138183594
0.011832559104990769,12678.555334438819,0.0055556343868374825,21.81231689453125
0.008985322837511946,12965.601593234353,0.011348242871463299,30.442655563354492
0.02600333270470322,18132.649323400656,0.006831240374594927,24.4052677154541
0.009069098887044732,26582.442766534565,0.005199769511818886,21.360021591186523
0.023116331671416884,40230.21743534112,0.012062925845384598,25.6632137298584
0.009064790703051634,50461.771836289416,0.005123899318277836,23.231616973876953
0.016055696543850837,16571.835312603416,0.009075284935534,31.105722427368164
0.011454834677963127,25399.526268708567,0.00451269606128335,21.70030403137207
0.015323306469353882,44125.28761417339,0.008459074422717094,29.64729118347168
0.008556276998706602,17228.39874266653,0.005109839607030153,21.371963500976562
0.016340446506761794,23621.2792595026,0.015153896063566208,28.762197494506836
0.009942570266237048,21245.720800588795,0.01592247374355793,35.534324645996094
0.013006025517058616,39245.75346395661,0.005886833183467388,21.439992904663086
0.01552728222836679,87864.40380184467,0.011666987091302872,25.206192016601562
0.008609601732134323,17065.335455647957,0.010813869535923004,29.8304500579834
0.01556942308204131,91536.19439141187,0.005571478512138128,21.048980712890625
0.006812679047915085,60961.579540622784,0.005781894084066153,24.58196449279785
0.016141061833720816,47062.816999767194,0.006216999609023333,21.129413604736328
0.009305178207795155,37845.72967891997,0.01869487576186657,44.650848388671875
0.011216659991461745,26084.16420339266,0.009349319152534008,27.414527893066406
0.009373154995249157,15259.13107526889,0.013894397765398026,37.40997314453125
0.009225954553364096,38666.035046760524,0.005800078622996807,20.940336227416992
0.01249077567238198,15628.36015408913,0.007764487061649561,22.294349670410156
0.009101347321720583,52631.478493886774,0.006177638191729784,23.188858032226562
0.007648250616684153,26032.992119467268,0.011979534290730953,37.864166259765625
0.011428814967390736,37061.61216450332,0.007372528314590454,21.696308135986328
0.006205184273847733,22749.982273130885,0.0028411957900971174,17.66766929626465
0.011988726764018966,18541.94170541162,0.010126887820661068,23.031349182128906
0.006579375242374254,22983.739158566925,0.0026740392204374075,17.129432678222656
0.009190563512649788,11182.758640773083,0.009370234794914722,31.608055114746094
0.008213885827474064,51485.560564750944,0.00645881611853838,24.922561645507812
0.00780513516562066,16166.527121387251,0.00456584757193923,21.665279388427734
0.009611339652968915,89821.63293983105,0.002989755943417549,18.389257431030273
0.005156761254438884,23090.32921538482,0.004459667950868607,20.599157333374023
0.009631909963133347,22743.44821223565,0.005075093824416399,23.443035125732422
0.006310280565074332,10016.402934607746,0.0022821531165391207,15.941444396972656
0.006464568339159153,37910.11580238157,0.008747666142880917,29.121164321899414
0.009074246349188804,19166.20788734949,0.002257601823657751,15.975099563598633
0.004654263877790687,43761.31980662303,0.0035549683962017298,18.446943283081055
0.010363049503436476,10369.976454182954,0.0023642804007977247,16.441232681274414
0.004431190451946592,29279.63045616176,0.007501338608562946,25.127822875976562
0.008887765588327901,27609.03363969767,0.0025054137222468853,16.847766876220703
0.00559417524569289,47528.592843861356,0.003024388337507844,18.149009704589844
0.005822085233615635,14022.387481594284,0.005613645538687706,22.971384048461914
0.0072565349451397245,52262.98756894847,0.0026713479310274124,16.949609756469727
0.0045917426301805364,20657.021954092976,0.005131265614181757,21.87432289123535
0.007226331989466111,14889.045388373086,0.00297170621342957,17.51837158203125
0.005448579435170275,19057.683806466295,0.0021853107027709484,15.922914505004883
0.006564147847208272,45016.27704374772,0.004415254574269056,20.8197021484375
0.005956425850278984,22834.28642104288,0.0017746267840266228,14.342968940734863
0.004717739331210064,24270.525014170158,0.0067324028350412846,25.127613067626953
0.007228698415426138,22089.189811584936,0.0018785876454785466,14.898848533630371
0.004787415492574911,31864.229928739023,0.005670813377946615,23.200021743774414
0.006756015501113522,40006.82699794333,0.0033786699641495943,19.67425537109375
0.004260395779400258,16500.677966534884,0.001919143833220005,14.659884452819824
0.007082963004135168,33572.729557156315,0.003269798122346401,19.758752822875977
0.003597778243148907,24593.439418316877,0.0018621812341734767,14.749340057373047
0.004521360366565853,21709.9369434243,0.009226608090102673,32.414825439453125
0.006054844809547635,27621.135925261246,0.0032782978378236294,18.994888305664062
